t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2455.891,0.6381563,-8.212112,-0.3351882,2.595315,0.1917476,0.05645902,-0.02024002,295,-1043,16
2455.895,0.6420625,-8.145074,-0.3256114,2.446874,0.2066613,0.04687164,-0.05645902,310,-1036,39
2455.898,0.6459688,-8.111555,-0.2920926,2.336741,0.2322276,0.03089267,-0.1097222,272,-1016,56
2455.902,0.649875,-8.101978,-0.2106897,2.27928,0.2450108,0.03728426,-0.1502023,340,-1006,10
2455.906,0.6537813,-8.207323,-0.2106897,2.126051,0.2567287,0.05432849,-0.1896171,329,-1002,26
2455.91,0.6576875,-8.303091,-0.2394202,2.035071,0.2705772,0.06817692,-0.2311624,321,-1037,17
2455.914,0.6615938,-8.470685,-0.2059013,1.924938,0.2801645,0.09374327,-0.2790993,297,-1076,71
2455.918,0.6655,-8.710106,-0.225055,1.790863,0.2844256,0.1246359,-0.3131877,277,-1011,72
2455.922,0.6694063,-8.949526,-0.2537854,1.719037,0.2854909,0.1597897,-0.3376888,261,-982,18
2455.926,0.6733125,-9.227253,-0.2011129,1.575385,0.2908172,0.1778992,-0.3611246,334,-1003,29
2455.93,0.6772188,-9.605537,-0.1723825,1.398214,0.2918825,0.2024002,-0.3834952,308,-1061,51
2455.934,0.681125,-9.849746,-0.1867477,1.340753,0.2908172,0.2279666,-0.386691,234,-1075,65
2455.938,0.6850313,-10.10353,-0.1292869,1.086968,0.294013,0.2386192,-0.3920173,271,-1004,21
2455.941,0.6889375,-10.35253,-0.1197101,0.9672575,0.3046656,0.2364887,-0.3888215,299,-1008,8
2455.945,0.6928438,-10.56322,0.03351882,0.7230489,0.3025351,0.2396845,-0.3781689,301,-1063,15
2455.949,0.69675,-10.71645,0,0.6320692,0.3036004,0.2482066,-0.3600594,293,-1027,30
2455.953,0.7006563,-10.84573,0.08619126,0.5889736,0.3046656,0.241815,-0.3419499,263,-1031,80
2455.957,0.7045625,-10.81221,0.1388637,0.5363012,0.3004046,0.2332929,-0.3227751,289,-998,16
2455.961,0.7084688,-10.92714,0.1580173,0.4740519,0.2908172,0.241815,-0.2961435,308,-1015,-12
2455.965,0.712375,-11.03248,0.1867477,0.4405331,0.2759035,0.2524677,-0.2588593,346,-1071,65
2455.969,0.7162813,-11.11388,0.1867477,0.4070143,0.2599245,0.2450108,-0.2300971,289,-1068,65
2455.973,0.7201875,-11.21923,0.2154781,0.3974375,0.2279666,0.2439456,-0.1981392,300,-1013,77
2455.977,0.7240938,-11.32457,0.2442086,0.4165911,0.1928129,0.2535329,-0.1629855,237,-1050,4
2455.98,0.728,-11.57357,0.2920926,0.3399766,0.1502023,0.257794,-0.112918,310,-1039,27
2455.984,0.7319063,-11.69328,0.3926491,0.3926491,0.1107875,0.2535329,-0.07989483,286,-1051,55
2455.988,0.7358125,-11.73159,0.5075708,0.4405331,0.06072007,0.2567287,-0.04261058,235,-994,79
2455.992,0.7397188,-11.81299,0.6847417,0.4261679,0.0149137,0.2599245,-0.01065264,261,-1025,45
2455.996,0.743625,-11.78905,0.8523358,0.4309563,-0.02769688,0.2599245,0.03089267,345,-1010,27
2456,0.7475313,-11.74595,1.058237,0.5027823,-0.06817692,0.2556635,0.05965481,292,-1036,54
2456.004,0.7514375,-11.66934,1.13964,0.5171476,-0.1043959,0.2609898,0.08522115,289,-1062,46
2456.008,0.7553438,-11.60709,1.283292,0.5841852,-0.1278317,0.2673814,0.1065264,198,-1025,72
2456.012,0.75925,-11.42513,1.436521,0.6560113,-0.1555286,0.2727077,0.128897,275,-964,7
2456.016,0.7631563,-11.27669,1.484405,0.6512229,-0.181095,0.2759035,0.1427454,300,-1066,20
2456.02,0.7670625,-11.15698,1.479617,0.7517793,-0.2002697,0.2844256,0.1576591,303,-1095,66
2456.023,0.7709688,-11.05642,1.422156,0.7469909,-0.2066613,0.2929477,0.1672465,230,-1024,62
2456.027,0.774875,-10.94629,1.345541,0.8858546,-0.2247708,0.2822951,0.1832255,247,-1030,24
2456.031,0.7787813,-10.82658,1.244985,0.914585,-0.2450108,0.2727077,0.1949434,315,-1013,42
2456.035,0.7826875,-10.75954,1.225831,1.043872,-0.2567287,0.2620551,0.2098571,337,-1062,47
2456.039,0.7865938,-10.66856,1.149217,1.11091,-0.2641856,0.2460761,0.2183792,258,-1079,12
2456.043,0.7905,-10.56322,1.029507,1.182736,-0.2801645,0.2194445,0.2290319,267,-1005,71
2456.047,0.7944063,-10.53928,0.9385271,1.283292,-0.2876214,0.1906823,0.2354234,258,-994,-8
2456.051,0.7983125,-10.42914,0.7996634,1.297657,-0.2865561,0.1715076,0.2428803,337,-1102,11
2456.055,0.8022188,-10.35253,0.7230489,1.292869,-0.2865561,0.1470065,0.2492719,322,-1075,69
2456.059,0.806125,-10.27113,0.593762,1.312023,-0.2844256,0.1107875,0.2492719,232,-1099,93
2456.062,0.8100313,-10.14184,0.4596867,1.254562,-0.2865561,0.0660464,0.2503371,209,-1002,-9
2456.066,0.8139375,-10.13226,0.3830723,1.268927,-0.2812298,0.0330232,0.2492719,307,-987,30
2456.07,0.8178438,-10.00776,0.2154781,1.192312,-0.2801645,-0.007456851,0.2514024,315,-1061,25
2456.074,0.82175,-9.816227,0.1915361,1.134852,-0.2759035,-0.05539375,0.2492719,308,-1075,59
2456.078,0.8256563,-9.624691,0.04309563,1.086968,-0.2790993,-0.112918,0.2460761,302,-990,43
2456.082,0.8295625,-9.562441,-0.1340753,1.091756,-0.273773,-0.1502023,0.2460761,263,-999,40
2456.086,0.8334688,-9.414001,-0.2585738,1.034295,-0.2663161,-0.185356,0.2439456,348,-1053,7
2456.09,0.837375,-9.284714,-0.3830723,1.024718,-0.2567287,-0.2183792,0.2439456,336,-1039,73
2456.094,0.8412813,-9.131485,-0.5650316,0.9385271,-0.2450108,-0.2460761,0.241815,287,-1079,33
2456.098,0.8451875,-9.059659,-0.7182605,0.8619126,-0.2354234,-0.2609898,0.237554,264,-1027,33
2456.102,0.8490938,-8.954314,-0.8571242,0.794875,-0.2247708,-0.273773,0.2332929,281,-1043,33
2456.105,0.853,-8.896853,-0.9241618,0.7230489,-0.2183792,-0.2801645,0.2269013,313,-1070,46
2456.109,0.8569063,-8.90643,-1.144428,0.6272808,-0.2098571,-0.278034,0.2162487,294,-1068,70
2456.113,0.8608125,-8.791508,-1.16837,0.521936,-0.2024002,-0.2716424,0.2087918,233,-1026,78
2456.117,0.8647188,-8.734048,-1.154005,0.4548983,-0.1970739,-0.2609898,0.1992044,271,-1051,17
2456.121,0.868625,-8.753201,-1.182736,0.3782839,-0.1970739,-0.2450108,0.1917476,287,-990,26
2456.125,0.8725313,-8.66701,-1.216254,0.3495534,-0.1949434,-0.2162487,0.1736381,304,-1055,81
2456.129,0.8764375,-8.628703,-1.225831,0.3782839,-0.1842907,-0.1938781,0.165116,274,-1040,32
2456.133,0.8803438,-8.647856,-1.192312,0.3016694,-0.185356,-0.1704423,0.1555286,236,-1014,22
2456.137,0.88425,-8.561665,-1.04866,0.2585738,-0.1821602,-0.1502023,0.1438107,269,-1034,21
2456.141,0.8881563,-8.504204,-0.9911995,0.2920926,-0.1672465,-0.112918,0.1299623,307,-1069,-1
2456.145,0.8920625,-8.485051,-0.9481039,0.2011129,-0.1555286,-0.08309063,0.1203749,309,-1046,53
2456.148,0.8959688,-8.528146,-0.8379706,0.1867477,-0.144876,-0.05965481,0.1107875,261,-1026,51
2456.152,0.899875,-8.532935,-0.7900865,0.1819593,-0.1310275,-0.0330232,0.1001349,266,-1000,-18
2456.156,0.9037813,-8.480262,-0.6991069,0.1771709,-0.1161138,-0.008522115,0.09161274,290,-991,38
2456.16,0.9076875,-8.513781,-0.6320692,0.2202666,-0.09374327,0.02237055,0.07989483,324,-1052,48
2456.164,0.9115938,-8.499416,-0.545878,0.1484405,-0.08202536,0.04048005,0.07030745,235,-1083,40
2456.168,0.9155,-8.585607,-0.5171476,0.1723825,-0.06924219,0.05752428,0.06178534,246,-1023,65
2456.172,0.9194063,-8.614338,-0.4740519,0.1675941,-0.05432849,0.07243798,0.05326322,266,-988,47
2456.176,0.9233125,-8.700529,-0.3687071,0.1963245,-0.03515373,0.08309063,0.03515373,305,-1047,-5
2456.18,0.9272188,-8.734048,-0.2873042,0.225055,-0.02450108,0.08841695,0.02556635,329,-1057,78
2456.184,0.931125,-8.777143,-0.2442086,0.1963245,-0.01917476,0.09267801,0.01384844,249,-1048,65
2456.188,0.9350313,-8.820239,-0.1915361,0.1915361,-0.01065264,0.09480853,0.004261058,240,-1018,-15
2456.191,0.9389375,-8.925584,-0.1628057,0.2011129,-0.002130529,0.09267801,-0.01171791,305,-995,22
2456.195,0.9428438,-8.973468,-0.1244985,0.09097966,0.003195793,0.09161274,-0.01917476,313,-1014,50
2456.199,0.94675,-9.050082,-0.1005565,0.04309563,0.002130529,0.09161274,-0.02663161,247,-1081,86
2456.203,0.9506563,-9.074024,0,0.07182605,0,0.08735168,-0.03515373,250,-1026,40
2456.207,0.9545625,-9.160216,0.03830723,0.09097966,-0.001065264,0.07989483,-0.04154531,267,-1042,31
2456.211,0.9584688,-9.174581,0.1244985,0.04309563,-0.008522115,0.07350325,-0.04580637,302,-1087,21
2456.215,0.962375,-9.251195,0.1628057,0,-0.01704423,0.0660464,-0.05219796,259,-1056,68
