t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2444.086,0.9009375,-9.71567,-4.309563,-5.90889,0.2503371,1.321993,-0.2790993,-1092,2152,102
2444.09,0.9048438,-9.346963,-3.270479,-5.679046,0.241815,1.160073,-0.2087918,-1138,2075,137
2444.094,0.90875,-8.987833,-2.312799,-5.482722,0.2641856,1.008805,-0.1576591,-1118,2108,127
2444.098,0.9126563,-8.75799,-1.719037,-5.094861,0.2908172,0.8639295,-0.0958738,-1155,2106,133
2444.102,0.9165625,-8.513781,-1.527501,-5.185841,0.3227751,0.7627293,-0.07243798,-1117,2156,129
2444.105,0.9204688,-8.087613,-1.862689,-5.209783,0.3078614,0.6764429,-0.07563377,-1041,2101,89
2444.109,0.924375,-7.532158,-2.327164,-5.319916,0.2471413,0.5890912,-0.112918,-1103,2125,119
2444.113,0.9282813,-6.445191,-3.687071,-4.979939,0.1906823,0.495348,-0.1725728,-1091,2091,144
2444.117,0.9321875,-5.966351,-4.659116,-4.745308,0.1981392,0.4506069,-0.2024002,-1097,2134,149
2444.121,0.9360938,-5.66947,-5.152322,-4.544195,0.2716424,0.4101268,-0.2130529,-1138,2160,157
