t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2438.16,0.93675,-12.47379,5.702988,-3.026271,0.6508766,-0.8372978,-2.312689,451,787,83
2438.164,0.9406562,-10.78348,5.243302,-3.007117,0.6881608,-0.556068,-2.277535,455,756,74
2438.168,0.9445625,-9.696517,4.687847,-2.322376,0.7073356,-0.149137,-2.222142,491,748,77
2438.172,0.9484687,-9.792285,4.333505,-1.848324,0.6924219,0.1203749,-2.188053,448,765,107
2438.176,0.952375,-10.4483,4.055778,-1.436521,0.6423545,0.330232,-2.164617,441,755,83
2438.18,0.9562812,-11.63582,3.892972,-0.9816227,0.5528722,0.4665858,-2.15503,463,771,89
2438.184,0.9601875,-12.53125,3.816357,-0.5554548,0.3888215,0.5443501,-2.15503,484,739,70
2438.188,0.9640937,-13.09628,3.711013,-0.3639187,0.2396845,0.5177185,-2.160356,461,765,87
2438.191,0.968,-13.24951,3.706224,-0.2059013,0.09374327,0.4293016,-2.167813,502,759,88
2438.195,0.9719062,-12.92869,3.701436,-0.225055,-0.09267801,0.2716424,-2.179531,484,762,78
2438.199,0.9758125,-12.29662,3.552995,-0.1867477,-0.2119876,0.1576591,-2.182727,462,723,100
2438.203,0.9797187,-11.42034,3.44765,-0.2777274,-0.314253,0.09374327,-2.190184,497,747,105
2438.207,0.983625,-10.29507,3.270479,-0.4118027,-0.3941478,0.08309063,-2.201902,488,746,62
2438.211,0.9875312,-9.643844,3.031059,-0.4692635,-0.4612595,0.1736381,-2.217881,457,718,118
2438.215,0.9914375,-9.232042,2.887407,-0.225055,-0.4751079,0.2769688,-2.232794,503,723,62
2438.219,0.9953437,-8.8777,2.810793,-0.09097966,-0.4772385,0.3802994,-2.241316,473,747,81
2438.223,0.99925,-8.734048,2.691083,0.04788403,-0.4772385,0.4804343,-2.242382,504,719,90
