t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2493.156,0.4804688,-9.744401,0.05746084,-0.07182605,-0.08735168,-0.03515373,0.0628506,903,-638,547
2493.16,0.484375,-9.782708,0.05746084,-0.07182605,-0.08415589,-0.03728426,0.06924219,887,-645,496
2493.164,0.4882812,-9.873688,0.06224924,0,-0.0777643,-0.04687164,0.07243798,909,-656,510
2493.168,0.4921875,-9.921572,0.1197101,0.08619126,-0.06711166,-0.05432849,0.07989483,946,-616,513
2493.172,0.4960938,-9.935937,0.1819593,0.1436521,-0.05432849,-0.06391587,0.08522115,904,-613,529
2493.176,0.5,-9.979033,0.248997,0.2346318,-0.03941478,-0.0777643,0.09267801,874,-631,507
2493.18,0.5039062,-9.983821,0.344765,0.3303998,-0.0181095,-0.1043959,0.1033307,945,-652,521
2493.184,0.5078125,-9.969456,0.4644751,0.3256114,0.003195793,-0.1246359,0.112918,953,-610,504
2493.188,0.5117188,-10.0317,0.5506664,0.3639187,0.02556635,-0.1438107,0.1235707,910,-624,479
2493.191,0.515625,-9.974244,0.6751649,0.4357447,0.04900216,-0.1619202,0.1363538,912,-630,540
2493.195,0.5195312,-9.993398,0.9289502,0.3543418,0.08735168,-0.1896171,0.1544633,882,-620,511
2493.199,0.5234375,-9.921572,1.091756,0.2394202,0.1246359,-0.2045308,0.1725728,943,-613,508
2493.203,0.5273438,-9.89763,1.278504,0.08140286,0.1608549,-0.2162487,0.1896171,933,-641,504
2493.207,0.53125,-9.864111,1.374272,-0.2202666,0.1960087,-0.2151834,0.2077266,953,-662,527
2493.211,0.5351562,-9.758766,1.604115,-0.593762,0.237554,-0.1960087,0.2354234,932,-628,492
2493.215,0.5390625,-9.643844,1.637634,-0.8571242,0.2524677,-0.165116,0.2588593,948,-623,508
2493.219,0.5429688,-9.600749,1.671153,-1.04866,0.2535329,-0.1225054,0.2876214,910,-603,496
2493.223,0.546875,-9.538499,1.690306,-1.04866,0.2450108,-0.08202536,0.3185141,925,-621,520
2493.227,0.5507812,-9.615114,1.647211,-0.9433155,0.2077266,-0.04048005,0.3557983,893,-667,524
2493.23,0.5546875,-9.720459,1.522712,-0.7230489,0.1725728,-0.02663161,0.3856257,901,-604,496
2493.234,0.5585938,-9.849746,1.441309,-0.6033388,0.1374191,-0.03195793,0.4101268,893,-644,514
2493.238,0.5625,-9.983821,1.441309,-0.4548983,0.112918,-0.05113269,0.4388889,921,-617,484
2493.242,0.5664062,-10.06522,1.441309,-0.3351882,0.1033307,-0.08628642,0.4751079,919,-587,513
2493.246,0.5703125,-10.04128,1.527501,-0.3016694,0.1150486,-0.1182444,0.5028048,908,-659,531
2493.25,0.5742188,-9.902418,1.656788,-0.3303998,0.1438107,-0.1523328,0.5294364,924,-640,487
2493.254,0.578125,-9.80665,1.766921,-0.248997,0.1885518,-0.1747034,0.5581986,945,-627,500
2493.258,0.5820312,-9.600749,1.94888,-0.2346318,0.2524677,-0.2024002,0.5954828,901,-620,526
2493.262,0.5859375,-9.399636,2.049437,-0.2059013,0.3025351,-0.2183792,0.6263755,919,-645,527
2493.266,0.5898438,-9.212888,2.197877,-0.07182605,0.3451457,-0.2322276,0.6562029,850,-633,492
2493.27,0.59375,-9.093178,2.336741,-0.009576807,0.3802994,-0.2503371,0.6881608,914,-649,519
2493.273,0.5976562,-8.939949,2.566584,0.1292869,0.4111921,-0.2695119,0.7318367,899,-619,518
2493.277,0.6015625,-8.762778,2.801216,0.2346318,0.42291,-0.2790993,0.7701862,904,-668,519
2493.281,0.6054688,-8.585607,2.944868,0.545878,0.4250405,-0.2876214,0.8106662,935,-618,504
2493.285,0.609375,-8.485051,3.169923,0.7086837,0.4133226,-0.2972088,0.8490158,954,-635,536
2493.289,0.6132812,-8.221689,3.495534,0.9672575,0.3760383,-0.3110572,0.9108011,886,-642,507
2493.293,0.6171875,-8.025364,3.711013,1.16837,0.334493,-0.3121225,0.9608685,944,-644,464
2493.297,0.6210938,-7.814674,3.892972,1.426944,0.2801645,-0.3067962,1.010936,888,-655,504
2493.301,0.625,-7.64708,3.998317,1.742979,0.2109224,-0.294013,1.069525,905,-641,469
2493.305,0.6289062,-7.431602,4.031836,2.078167,0.1150486,-0.2705772,1.152616,894,-605,510
2493.309,0.6328125,-7.326257,4.046201,2.145205,0.03834952,-0.2450108,1.218663,906,-622,492
2493.312,0.6367188,-7.206547,3.964798,2.102109,-0.0479369,-0.2183792,1.28897,920,-661,500
2493.316,0.640625,-7.105991,3.998317,2.130839,-0.1416802,-0.1938781,1.363538,879,-592,501
2493.32,0.6445312,-7.110779,3.720589,2.082955,-0.2652508,-0.1757686,1.465804,918,-650,491
2493.324,0.6484375,-7.278373,3.691859,2.202666,-0.3600594,-0.1757686,1.546764,917,-631,472
2493.328,0.6523438,-7.651869,3.356671,2.231396,-0.4516721,-0.2151834,1.620267,917,-692,495
2493.332,0.65625,-8.12592,2.873042,1.752556,-0.5049353,-0.3185141,1.670335,934,-618,511
2493.336,0.6601562,-8.513781,2.336741,0.7422025,-0.4932174,-0.4399542,1.718272,876,-656,517
2493.34,0.6640625,-8.585607,2.341529,0.1388637,-0.479369,-0.4261058,1.75236,922,-628,495
2493.344,0.6679688,-8.686164,2.63841,-0.1292869,-0.5209143,-0.3195793,1.814145,904,-646,507
2493.348,0.671875,-9.011775,2.499547,0.3303998,-0.588026,-0.2002697,1.902562,875,-625,476
2493.352,0.6757812,-9.988609,2.087744,1.086968,-0.5954828,-0.1640507,1.99524,923,-676,491
2493.355,0.6796875,-10.79785,1.910573,1.474828,-0.5454154,-0.2162487,2.034655,900,-666,513
2493.359,0.6835938,-11.53526,1.733402,1.843535,-0.5081311,-0.2908172,2.054895,866,-593,531
2493.363,0.6875,-12.37802,1.479617,2.073379,-0.4751079,-0.3462109,2.064482,903,-649,503
2493.367,0.6914062,-13.52245,1.04866,2.255338,-0.3802994,-0.3856257,2.057026,887,-628,505
2493.371,0.6953125,-14.43704,0.6033388,2.48997,-0.2695119,-0.3952131,2.042112,882,-646,495
2493.375,0.6992188,-15.30853,0.1053449,2.777274,-0.1331581,-0.4111921,1.998436,893,-617,515
2493.379,0.703125,-15.82567,-0.2202666,2.973598,0.01171791,-0.4506069,1.925998,898,-678,527
2493.383,0.7070312,-16.04594,-0.4022259,3.007117,0.205596,-0.5443501,1.791775,908,-655,521
2493.387,0.7109375,-15.68681,-0.09576807,2.676717,0.3249057,-0.6253102,1.69377,906,-668,508
2493.391,0.7148438,-15.03559,0.2777274,2.116474,0.4048005,-0.6934871,1.605354,866,-608,479
2493.395,0.71875,-14.11142,0.7517793,1.278504,0.4388889,-0.7350325,1.546764,894,-658,513
2493.398,0.7226562,-12.98615,1.565808,0.2537854,0.4090615,-0.7467504,1.522263,874,-651,512
2493.402,0.7265625,-12.29183,2.217031,-0.4213795,0.3408846,-0.7254451,1.535046,890,-670,482
2493.406,0.7304688,-11.70765,2.782062,-0.842759,0.2492719,-0.680704,1.564873,872,-672,511
2493.41,0.734375,-11.32457,3.217807,-1.144428,0.144876,-0.6157228,1.604288,900,-669,517
2493.414,0.7382812,-10.87925,3.648763,-1.058237,0.01704423,-0.5166533,1.65329,915,-653,505
2493.418,0.7421875,-10.75475,3.873818,-0.7613561,-0.05645902,-0.4420847,1.683118,878,-645,539
2493.422,0.7460938,-10.59195,4.070143,-0.3160346,-0.1075917,-0.3771036,1.696966,892,-677,522
2493.426,0.75,-10.45787,4.118027,0.1580173,-0.1470065,-0.3312972,1.699097,858,-647,517
2493.43,0.7539062,-10.35253,4.189853,0.7182605,-0.2024002,-0.2929477,1.683118,897,-667,512
2493.434,0.7578125,-10.3238,4.151546,0.9911995,-0.2652508,-0.2759035,1.667139,872,-614,506
2493.438,0.7617188,-10.28549,4.007894,1.221043,-0.350472,-0.2492719,1.644768,907,-634,508
2493.441,0.765625,-10.40041,3.825934,1.383849,-0.4538026,-0.2247708,1.625594,890,-668,496
2493.445,0.7695312,-10.59674,3.605668,1.675941,-0.6029397,-0.1981392,1.600027,904,-626,450
2493.449,0.7734375,-10.72602,3.41892,1.939303,-0.716923,-0.1896171,1.582983,886,-665,490
2493.453,0.7773438,-10.87925,3.318364,2.183512,-0.8191884,-0.1789644,1.569135,880,-630,499
2493.457,0.78125,-11.14261,3.078943,2.403778,-0.9171927,-0.1789644,1.54996,886,-626,519
2493.461,0.7851562,-11.39161,2.825158,2.695871,-1.018393,-0.1992044,1.524393,860,-655,480
2493.465,0.7890625,-11.59272,2.633622,2.815581,-1.082309,-0.2300971,1.498827,873,-660,527
2493.469,0.7929688,-11.69807,2.475605,2.901772,-1.136637,-0.2716424,1.465804,873,-650,519
2493.473,0.796875,-11.70286,2.255338,2.724601,-1.185639,-0.3174488,1.425324,863,-651,461
2493.477,0.8007812,-11.54963,2.06859,2.451662,-1.223989,-0.3632552,1.364604,882,-634,526
2493.48,0.8046875,-11.40598,1.924938,2.202666,-1.239968,-0.3834952,1.320928,895,-682,472
2493.484,0.8085938,-11.22402,1.790863,2.044648,-1.24849,-0.3930826,1.276187,849,-672,493
2493.488,0.8125,-10.91756,1.628057,1.900996,-1.247425,-0.3973436,1.23038,900,-601,516
2493.492,0.8164062,-10.70687,1.398214,1.647211,-1.23038,-0.3994742,1.16753,868,-615,477
2493.496,0.8203125,-10.4052,1.297657,1.407791,-1.213336,-0.3952131,1.117462,893,-660,483
2493.5,0.8242188,-10.16578,1.158794,1.13964,-1.183509,-0.3802994,1.06846,839,-695,522
2493.504,0.828125,-9.662998,1.053449,0.842759,-1.144094,-0.3536678,1.02585,853,-647,525
2493.508,0.8320312,-9.342175,0.8810662,0.7374141,-1.079113,-0.3067962,0.9725864,838,-674,504
2493.512,0.8359375,-9.093178,0.7996634,0.6272808,-1.02798,-0.2673814,0.9448896,863,-633,503
2493.516,0.8398438,-8.825027,0.7900865,0.593762,-0.9725864,-0.2428803,0.9235843,852,-638,490
2493.52,0.84375,-8.734048,0.6607997,0.4501099,-0.9203885,-0.2279666,0.90654,905,-657,474
2493.523,0.8476562,-8.628703,0.6560113,0.3639187,-0.8468852,-0.2237055,0.8873653,885,-636,496
2493.527,0.8515625,-8.485051,0.6751649,0.3399766,-0.7925567,-0.2183792,0.8767126,841,-667,516
2493.531,0.8554688,-8.403648,0.617704,0.3734955,-0.741424,-0.2183792,0.86606,848,-659,476
2493.535,0.859375,-8.384494,0.6751649,0.5841852,-0.6775082,-0.2162487,0.8490158,848,-641,470
2493.539,0.8632812,-8.322245,0.7134721,0.8044518,-0.6348976,-0.2162487,0.8362326,862,-636,492
2493.543,0.8671875,-8.231265,0.7374141,1.029507,-0.5933523,-0.2279666,0.8149273,866,-625,522
2493.547,0.8710938,-8.226477,0.7661445,1.144428,-0.5539375,-0.2439456,0.7872304,862,-632,452
2493.551,0.875,-8.09719,0.8571242,1.240196,-0.5081311,-0.2492719,0.7446198,865,-616,495
2493.555,0.8789062,-8.106767,0.9193734,1.398214,-0.479369,-0.2439456,0.7052051,841,-643,513
2493.559,0.8828125,-8.030152,1.04866,1.537077,-0.4527374,-0.2332929,0.6668555,858,-648,520
2493.562,0.8867188,-8.001422,1.173159,1.70946,-0.4324974,-0.2205097,0.6263755,842,-639,494
2493.566,0.890625,-7.939173,1.35033,1.905785,-0.4207795,-0.2024002,0.5709817,837,-621,527
2493.57,0.8945312,-7.929596,1.551443,2.015918,-0.4197142,-0.1885518,0.5305017,863,-662,480
2493.574,0.8984375,-7.881712,1.699883,2.06859,-0.4197142,-0.1800297,0.4921522,865,-626,496
2493.578,0.9023438,-7.8865,1.814805,2.121263,-0.4239752,-0.169377,0.4527374,825,-640,488
2493.582,0.90625,-7.881712,1.972822,2.173935,-0.4420847,-0.1533981,0.4058658,836,-655,512
2493.586,0.9101562,-7.805097,2.059013,2.212242,-0.4548679,-0.144876,0.3717773,844,-651,495
2493.59,0.9140625,-7.862558,2.149993,2.264915,-0.4697816,-0.1342233,0.3451457,850,-683,505
2493.594,0.9179688,-7.881712,2.164358,2.269703,-0.4868258,-0.1299623,0.3195793,827,-665,492
2493.598,0.921875,-7.843405,2.145205,2.303222,-0.5123922,-0.1225054,0.2854909,832,-661,475
2493.602,0.9257812,-7.809886,2.145205,2.240973,-0.5241101,-0.1225054,0.2620551,843,-646,486
2493.605,0.9296875,-7.785944,2.087744,2.207454,-0.535828,-0.1182444,0.241815,878,-646,479
2493.609,0.9335938,-7.771579,2.126051,2.221819,-0.5422196,-0.1171791,0.2226403,830,-649,489
2493.613,0.9375,-7.800309,2.035071,2.15957,-0.5422196,-0.1097222,0.1970739,832,-644,497
2493.617,0.9414062,-7.781155,1.982399,2.087744,-0.535828,-0.1065264,0.1768339,838,-637,476
2493.621,0.9453125,-7.728483,2.006341,2.030283,-0.5219796,-0.1012001,0.1608549,860,-623,500
2493.625,0.9492188,-7.714118,1.929727,1.987187,-0.5049353,-0.09800433,0.1427454,814,-653,488
2493.629,0.953125,-7.685387,1.896208,1.843535,-0.4687164,-0.09161274,0.1182444,831,-657,490
2493.633,0.9570312,-7.594408,1.762132,1.819593,-0.4346279,-0.08948221,0.09800433,857,-649,506
2493.637,0.9609375,-7.608773,1.68073,1.810016,-0.3930826,-0.08948221,0.07669904,851,-631,499
2493.641,0.9648438,-7.584831,1.675941,1.814805,-0.3398194,-0.08841695,0.05006743,839,-678,489
2493.645,0.96875,-7.503428,1.623269,1.8579,-0.2620551,-0.08735168,0.0181095,864,-640,484
2493.648,0.9726562,-7.503428,1.580173,1.881843,-0.1970739,-0.08415589,-0.00958738,855,-670,485
2493.652,0.9765625,-7.460332,1.503559,1.896208,-0.1342233,-0.08415589,-0.03515373,834,-644,511
